D,H,A,E,C,I,P,B,N,DP,Fluorescence,total_num_valence_electrons,total_hallkieralpha,total_num_sat_rings,total_kappa2,total_kappa3,total_bertzct,total_balabanj,total_rot_bonds,total_hbd,total_hba,total_num_heteroatoms,total_num_aromatic_heterocycles,total_num_aliphatic_rings,total_logp,total_chi0v,total_arom_rings,total_num_rings,total_kappa1,total_n_carbon,total_mw,total_n_oxygen,total_chi1v,charge,total_heavy_atom_count,total_molar_ref,total_tpsa,total_n_nitrogen,predicted_docking_score,Consensus_Class,score,fluorescence
10,0,14.5,0,0,10,2.5,0,0,37,2.509802269,1681,-32.08,0,127.7711095,159.7820225,3833.979191,116.54869,97,14.5,72,86.5,0,0,14.39215,183.1691495,2.5,2.5,260.624415,211,4224.7505,62,88.6072885,10,297.5,1173.8978,1298.63,24.5,-7.5323367,2,0,High
0,7.5,17,0,0,0,0,0,0,24.5,2.504711727,821,-19.655,0,58.3565045,79.79568,1642.087141,77.81741,39.5,24.5,39.5,56.5,0,0,-8.00985,80.5588095,0,0,125.345,88.5,2079.213,39.5,36.8008535,0,145,541.4673,1081.505,17,-8.1469,2,0,High
14.5,10,0,0,0,10,0,0,2.5,37,2.490292062,1931.5,-31.535,0,166.1313495,172.7079025,4037.5475055,118.63075,125.5,15,98.5,103.5,0,0,9.4016,209.395972,0,0,305.965,234,4839.3945,84,102.561374,14.5,337.5,1303.43325,1375.675,19.5,-7.48256,2,0,High
2.5,2.5,10,19.5,0,0,0,0,0,34.5,2.479319374,1317.5,-27.455,0,104.8703605,112.8456095,2585.168875,109.6853375,66.5,12.5,64,74,0,0,10.47725,139.019635,0,0,204.045,157.5,3311.3265,61.5,66.1522755,2.5,231.5,887.716,1140.575,12.5,-7.6218805,2,0,High
17.5,2.5,2.5,10,0,0,0,0,0,32.5,2.433299662,1582.5,-26.475,0,136.06311,139.638195,3239.0173325,103.429725,100,5,82.5,85,0,0,7.78675,174.25336,0,0,251.025,192.5,3974.9125,65,83.83782,17.5,277.5,1087.4705,1050.55,20,-7.850248,2,0,High
26.5,0,2.5,0,0,2.5,2.5,0,0,34,2.430230152,1895.5,-30.37,0,160.989589,170.8065275,4340.669501,106.262545,128.5,2.5,94.5,97,0,0,10.1152,212.4171815,2.5,2.5,299.834415,238,4773.089,68,103.3789255,26.5,335,1331.3285,1115.6,29,-7.917463,2,0,High
7.5,0,7.5,0,0,7.5,7.5,0,0,30,2.412956793,1582.5,-31.35,0,123.340215,130.1377425,4326.243495,88.757355,97.5,7.5,67.5,75,0,0,22.044,171.9601125,7.5,7.5,239.263245,210,4009.875,60,86.6126325,7.5,285,1113.6255,1028.4,15,-8.697024,2,0,High
12.5,0,10,0,0,2.5,10,0,0,35,2.406006377,1862.5,-37.95,0,146.0026375,148.728915,5279.13261,101.786545,117.5,10,82.5,92.5,0,0,19.39325,201.29552,10,10,280.36766,245,4743.1825,70,101.068795,12.5,337.5,1314.8915,1254.45,22.5,-7.9071064,2,0,High
10,0,15.5,0,0,2.5,2.5,0,0,30.5,2.403311212,1319,-26.945,0,98.3545505,124.9302725,3100.764259,95.2097375,75.5,15.5,58,73.5,0,0,3.76285,141.798623,2.5,2.5,203.259415,161.5,3334.547,48,67.6210415,10,235,923.3342,1144.47,25.5,-8.122163,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,2.391947277,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
10,2.5,0,0,2.5,17.5,0,0,0,32.5,2.38661494,1735,-27.5,0,144.3388825,162.3882625,3647.4647,105.195105,110,2.5,82.5,82.5,0,0,21.56475,192.103615,0,0,275,220,4322.9375,72.5,94.95326,7.5,302.5,1177.4995,1064.65,10,-7.915916,2,0,High
24.5,2.5,2.5,2.5,0,0,0,0,0,32,2.370506042,1681.5,-26.36,0,145.5124545,154.0878025,3513.3188805,101.99703,113,5,88.5,91,0,0,3.0776,187.179577,0,0,268.64,204,4226.337,64,89.812179,24.5,295,1166.2805,1078.7,27,-8.217104,2,0,High
13.5,10,2.5,10,0,0,0,0,0,36,2.356862814,1699.5,-29.38,0,148.5743085,143.625995,3413.4785665,113.98599,106.5,12.5,93,95.5,0,0,5.1348,181.8716935,0,0,268.12,202,4273.0385,79.5,87.9953745,13.5,297.5,1139.264,1270.725,16,-7.5986624,2,0,High
17.5,2.5,0,0,2.5,10,0,0,0,32.5,2.355187098,1772.5,-27.8,0,150.862105,164.1475375,3762.14522,104.612835,117.5,2.5,90,90,0,0,12.1425,196.43089,0,0,282.2,220,4435.55,72.5,96.061055,15,310,1207.582,1108.9,17.5,-7.9777575,2,0,High
7.5,0,7.5,0,0,7.5,7.5,0,0,30,2.349332547,1582.5,-31.35,0,123.340215,130.1377425,4326.243495,88.757355,97.5,7.5,67.5,75,0,0,22.044,171.9601125,7.5,7.5,239.263245,210,4009.875,60,86.6126325,7.5,285,1113.6255,1028.4,15,-8.697024,2,0,High
10,0,2.5,17.5,2.5,0,0,0,0,32.5,2.345711814,1480,-27.4,0,124.6575775,126.199545,3059.7091125,103.685525,87.5,2.5,77.5,80,0,0,10.3075,160.26916,0,0,232.6,180,3719.4,67.5,77.425145,7.5,260,995.0035,1056.05,12.5,-7.7892585,2,0,High
13.5,10,0,0,0,10,0,0,2.5,36,2.326484319,1874.5,-30.705,0,161.1365085,167.3984325,3916.7729915,115.435885,121.5,15,95.5,100.5,0,0,9.2863,202.933591,0,0,296.795,227,4696.2085,82,99.456872,13.5,327.5,1263.42825,1343.475,18.5,-7.595596,2,0,High
15.5,2.5,0,0,2.5,10,0,0,0,30.5,2.317321291,1658.5,-26.14,0,140.872423,153.5285975,3520.596192,98.223105,109.5,2.5,84,84,0,0,11.9119,183.506128,0,0,263.86,206,4149.178,68.5,89.852051,13,290,1127.572,1044.5,15.5,-8.205418,2,0,High
0,7.5,10,7.5,0,0,0,0,0,25,2.3136826,925,-20.05,0,73.220365,80.0423625,1807.81337,79.180525,47.5,17.5,47.5,57.5,0,0,-0.0975000000000001,93.4788675,0,0,142.45,105,2332.5375,47.5,44.2299475,0,162.5,606.9525,977.125,10,-8.34587,2,0,High
10,0,2.5,10,10,0,0,0,0,32.5,2.308353326,1600,-31.375,0,133.257295,139.70562,3612.2901075,104.4861125,102.5,2.5,92.5,95,0,0,-3.79175,167.94619,0,0,251.125,187.5,4041.9075,82.5,81.5853575,0,282.5,1024.6285,1357.025,12.5,-8.025584,2,0,High
23.5,2.5,2.5,2.5,0,0,0,0,0,31,2.306824391,1624.5,-25.53,0,140.5176135,148.7783325,3392.5443665,98.802165,109,5,85.5,88,0,0,2.9623,180.717196,0,0,259.47,197,4083.151,62,86.707677,23.5,285,1126.2755,1046.5,26,-8.306228,2,0,High
10,0,2.5,0,0,2.5,13.5,0,0,28.5,2.287068631,1769,-36.145,0,142.4177995,124.5308915,5567.158501,77.3308455,117.5,2.5,78,80.5,0,0,27.95335,191.699732,13.5,13.5,261.958841,243.5,4524.874,68,99.4252725,10,324,1255.269,975.13,12.5,-8.654769,2,0,High
10,0,2.5,0,0,2.5,17.5,0,0,32.5,2.260895454,2065,-43.225,0,165.6334675,139.5602075,6737.801585,85.9794175,137.5,2.5,90,92.5,0,0,35.13175,222.9404,17.5,17.5,303.205905,287.5,5293.73,80,116.6145925,10,380,1467.641,1117.25,12.5,-8.37484,2,0,High
10,13.5,10,2.5,0,0,0,0,0,36,2.260614158,1571,-29.38,0,132.15153,138.1731515,3160.859242,113.933255,95.5,23.5,85.5,95.5,0,0,-4.3746,163.3366635,0,0,246.12,180,3960.5085,75.5,78.0306475,10,275.5,1042.3033,1446.805,20,-7.651843,2,0,High
12.5,10,0,0,0,10,0,0,2.5,35,2.239983184,1817.5,-29.875,0,156.1416675,162.0889625,3795.9984775,112.24102,117.5,15,92.5,97.5,0,0,9.171,196.47121,0,0,287.625,220,4553.0225,80,96.35237,12.5,317.5,1223.42325,1311.275,17.5,-7.716972,2,0,High
10,10,2.5,14.5,0,0,0,0,0,37,2.236925545,1680,-30.03,0,146.4010905,138.6728595,3333.4397975,117.0820125,101.5,12.5,91.5,94,0,0,8.041,178.63963,0,0,263.97,200,4222.414,81.5,86.5839105,10,294,1119.9815,1276.375,12.5,-7.300253,2,0,High
10,13.5,2.5,2.5,0,0,0,0,0,28.5,2.224353228,1361,-23.455,0,120.740085,114.0981515,2726.5087195,89.8972175,88,16,78,80.5,0,0,-1.80735,142.5612435,0,0,214.545,157.5,3427.416,68,69.107725,10,238,896.8678,1123.63,12.5,-8.5446005,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,2.203727194,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
10,0,16.5,0,0,2.5,2.5,0,0,31.5,2.191415495,1347,-27.735,0,99.8760765,128.1402725,3158.677662,98.4145425,76.5,16.5,59,75.5,0,0,3.42055,144.568679,2.5,2.5,207.469415,164.5,3405.626,49,68.8107645,10,240,942.7256,1187.56,26.5,-8.035896,2,0,High
15.5,10,2.5,2.5,0,0,0,0,0,30.5,2.180198907,1513.5,-25.115,0,133.049448,131.5282525,3083.9075445,96.57897,99.5,12.5,84,86.5,0,0,-0.15085,162.4860055,0,0,239.885,178.5,3808.533,68.5,78.4472235,15.5,265,1018.049,1137.875,18,-8.38816,2,0,High
19.5,0,0,2.5,0,0,0,10,2.5,34.5,2.160241548,1956.5,-37.16,0,158.412382,148.24623,5544.4787755,103.034835,120.5,5,88.5,93.5,0,0,20.17985,215.948227,10,10,298.79877,261.5,4984.627,69,108.248399,19.5,355,1392.52525,1137.125,24.5,-8.006707,2,0,High
10,10,2.5,12.5,0,0,0,0,0,35,2.149980841,1600,-28.45,0,139.5972125,132.6150775,3181.1411175,110.7362125,97.5,12.5,87.5,90,0,0,6.57,170.02351,0,0,251.55,190,4022.18,77.5,82.3820025,10,280,1066.3215,1223.775,12.5,-7.6193714,2,0,High
16.5,0,10,2.5,2.5,0,0,0,0,31.5,2.133355439,1460.5,-26.87,0,117.506404,139.352735,3136.853876,100.894685,91,10,74.5,84.5,0,0,-2.5428,158.4291565,0,0,230.63,173,3681.4465,58,75.0130205,14,257.5,998.0215,1194.025,26.5,-8.046329,2,0,High
16.5,10,0,0,2.5,2.5,0,0,0,31.5,2.133355439,1670.5,-27.27,0,147.4197415,146.0019975,3507.801661,100.2099375,113.5,10,94.5,94.5,0,0,-0.450550000000001,179.295784,0,0,265.23,198,4201.9515,78,87.3561455,14,292.5,1109.4355,1228.425,16.5,-8.292427,2,0,High
10,0,2.5,0,0,2.5,15.5,0,0,30.5,2.133241005,1917,-39.685,0,154.0256335,132.0455495,6152.480043,81.6551315,127.5,2.5,84,86.5,0,0,31.54255,207.320066,15.5,15.5,282.582373,265.5,4909.302,74,108.0199325,10,352,1361.455,1046.19,12.5,-8.548638,2,0,High
10,2.5,0,0,0,13.5,0,0,10,36,2.130253772,1887,-34.24,0,153.0056505,175.3638,4269.896783,117.7695785,118,22.5,84.5,104.5,0,0,6.67835,204.086921,0,0,297.26,227,4733.7685,74.5,99.9964935,10,331.5,1280.5845,1515.275,30,-7.4596105,2,0,High
10,2.5,0,0,0,17.5,0,0,2.5,32.5,2.118993879,1720,-27.5,0,142.1020875,161.6513575,3627.6312375,105.46189,107.5,7.5,77.5,82.5,0,0,21.3605,190.9879825,0,0,272.5,217.5,4285.47,67.5,94.1915225,10,300,1181.55225,1079.05,15,-7.860169,2,0,High
13.5,0,10,2.5,2.5,0,0,0,0,28.5,2.109816795,1289.5,-24.38,0,102.521881,123.424325,2774.530334,91.31009,79,10,65.5,75.5,0,0,-2.8887,139.0420135,0,0,203.12,152,3251.8885,52,65.6995145,11,227.5,878.0065,1097.425,23.5,-8.3398905,2,0,High
13.5,10,0,0,2.5,2.5,0,0,0,28.5,2.109816795,1499.5,-24.78,0,132.4352185,130.0735875,3145.478119,90.6253425,101.5,10,85.5,85.5,0,0,-0.796450000000001,159.908641,0,0,237.72,177,3772.3935,72,78.0426395,11,262.5,989.4205,1131.825,13.5,-8.461163,2,0,High
10,2.5,2.5,15.5,0,0,0,0,0,30.5,2.102636587,1375,-24.595,0,117.312467,116.4760705,2752.0298475,96.9191875,81,5,71,73.5,0,0,10.96725,149.4798325,0,0,216.405,167.5,3451.661,61,72.109302,10,241,934.998,953.7,12.5,-7.970929,2,0,High
10,10,2.5,13.5,0,0,0,0,0,36,2.090584431,1640,-29.24,0,142.9991515,135.6439685,3257.2904575,113.9091125,99.5,12.5,89.5,92,0,0,7.3055,174.33157,0,0,257.76,195,4122.297,79.5,84.4829565,10,287,1093.1515,1250.075,12.5,-7.458174,2,0,High
20,0,0,7.5,0,0,0,0,0,27.5,2.085977507,1440,-22.525,0,125.4113625,128.9060825,2986.61033,87.69405,95,0,75,75,0,0,7.82225,161.55807,0,0,229.975,177.5,3614.5975,55,77.847195,20,252.5,1001.325,841.25,20,-8.207299,2,0,High
20,0,0,0,0,7.5,0,0,0,27.5,2.085977507,1530,-22.525,0,130.834905,144.25115,3206.618615,88.4410575,102.5,0,75,75,0,0,12.593,173.3882025,0,0,244.975,192.5,3825.0025,55,84.26601,20,267.5,1070.055,841.25,20,-8.317034,2,0,High
19.5,10,0,0,0,2.5,0,0,2.5,34.5,2.071520089,1826.5,-29.76,0,160.1674695,161.1935025,3850.2917405,110.0613175,123,15,98.5,103.5,0,0,-0.3089,197.5672945,0,0,290.24,216.5,4594.042,79,95.907914,19.5,320,1233.50325,1339.425,24.5,-7.8148017,2,0,High
13.5,0,2.5,10,2.5,0,0,0,0,28.5,2.070528315,1379.5,-24.38,0,116.6249785,122.0660075,2911.2998615,91.0708025,86.5,2.5,73,75.5,0,0,5.1948,150.5770435,0,0,218.12,167,3469.6735,59.5,72.533747,11,242.5,933.796,971.5,16,-8.199687,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,2.07036726,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
21.5,0,2.5,2.5,2.5,0,0,0,0,29,2.06953052,1535.5,-25.095,0,131.069164,141.825085,3306.3759235,92.8329725,103.5,2.5,82,84.5,0,0,0.60095,169.9656415,0,0,244.905,185.5,3864.284,60.5,81.612608,19,270,1052.611,1031.85,24,-8.40082,2,0,High
21.5,2.5,0,0,2.5,2.5,0,0,0,29,2.06953052,1610.5,-25.195,0,139.903384,147.3236675,3454.114941,92.8485375,111,2.5,87,87,0,0,2.3167,178.1398315,0,0,257.305,195.5,4047.0115,65.5,86.303093,19,282.5,1097.647,1040.45,21.5,-8.415928,2,0,High
10,2.5,10,10,0,0,0,0,0,32.5,2.069043734,1365,-26.175,0,110.0132475,123.89217,2767.559,103.504275,77.5,12.5,67.5,77.5,0,0,4.35475,146.5609225,0,0,213.825,162.5,3434.11,57.5,69.4769775,10,240,932.8685,1132.225,20,-7.754241,2,0,High
10,0,2.5,15.5,2.5,0,0,0,0,30.5,2.064165293,1400,-25.82,0,117.8536995,120.141763,2907.4104325,97.339725,83.5,2.5,73.5,76,0,0,8.8365,151.65304,0,0,220.18,170,3519.166,63.5,73.223237,7.5,246,941.3435,1003.45,12.5,-7.996546,2,0,High
17.5,10,0,0,0,2.5,0,0,2.5,32.5,2.057496034,1712.5,-28.1,0,150.1777875,150.5745625,3608.7427125,103.6715875,115,15,92.5,97.5,0,0,-0.5395,184.6425325,0,0,271.9,202.5,4307.67,75,89.69891,17.5,300,1153.49325,1275.025,22.5,-8.07756,2,0,High
13.5,0,10,10,2.5,0,0,0,0,36,2.056879923,1589.5,-30.305,0,128.0364235,146.1410075,3345.650384,115.10684,94,10,80.5,90.5,0,0,2.62755,171.3524635,0,0,249.695,189.5,4002.766,67,81.4566695,11,280,1079.2315,1294.675,23.5,-7.462464,2,0,High
10,0,10,10,2.5,0,0,0,0,32.5,2.040541702,1390,-27.4,0,110.55448,127.5578625,2922.939585,103.9248125,80,10,70,80,0,0,2.224,148.73413,0,0,217.6,165,3501.615,60,70.5909125,7.5,245,939.214,1181.975,20,-7.8581033,2,0,High
10,2.5,2.5,16.5,0,0,0,0,0,31.5,2.036152707,1415,-25.385,0,120.714406,119.5049615,2828.1791875,100.0920875,83,5,73,75.5,0,0,11.70275,153.7878925,0,0,222.615,172.5,3551.778,63,74.210256,10,248,961.828,980,12.5,-7.8733253,2,0,High
10,10,10,2.5,0,0,0,0,0,32.5,2.030225611,1410,-26.475,0,116.9892675,126.4011675,2853.99824,103.04325,85,20,75,85,0,0,-3.35225,147.71833,0,0,221.025,162.5,3554.1025,65,70.295385,10,247.5,943.457,1283.95,20,-8.005674,2,0,High
10,0,2.5,13.5,2.5,0,0,0,0,28.5,2.025361905,1320,-24.24,0,111.0498215,114.083981,2755.1117525,90.993925,79.5,2.5,69.5,72,0,0,7.3655,143.03692,0,0,207.76,160,3318.932,59.5,69.021329,7.5,232,887.6835,950.85,12.5,-8.1691265,2,0,High
10,2.5,0,0,0,14.5,0,0,10,37,2.0196533,1939,-35.03,0,157.1307285,180.4387,4375.380561,121.0420795,121,22.5,86.5,106.5,0,0,8.04995,209.972332,0,0,305.47,234,4861.9395,76.5,102.9532895,10,340.5,1316.5785,1541.575,30,-7.3477063,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,2.018904693,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
7.5,0,7.5,7.5,7.5,0,0,0,0,30,2.018186233,1357.5,-27.975,0,108.501555,122.835465,3034.9804725,96.3916125,82.5,7.5,75,82.5,0,0,-4.76925,141.5412075,0,0,212.025,157.5,3431.25,67.5,67.88121,0,240,877.548,1260.15,15,-8.426405,2,0,High
7.5,0,10,0,0,7.5,0,0,0,25,2.016031989,1097.5,-20.05,0,83.6146525,109.982775,2276.07122,80.553295,62.5,10,47.5,57.5,0,0,7.72875,120.309,0,0,172.45,135,2745.9675,40,57.356965,7.5,192.5,763.9065,869.65,17.5,-8.32805,2,0,High
17,0,0,0,0,7.5,0,0,0,24.5,2.015689728,1359,-20.035,0,115.850382,128.32274,2844.295073,78.8564625,90.5,0,66,66,0,0,12.2471,154.0010595,0,0,217.465,171.5,3395.4445,49,74.952504,17,237.5,950.04,744.65,17,-8.54609,2,0,High
10,2.5,0,0,0,15.5,0,0,2.5,30.5,2.014695402,1616,-25.92,0,133.8519315,151.5015575,3416.6636815,98.916888,101.5,7.5,73.5,78.5,0,0,18.6173,179.2171605,0,0,256.08,203.5,4029.128,63.5,88.2779305,10,282,1109.56425,1026.45,15,-8.073894,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,2.011082599,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
10,2.5,0,0,10,10,0,0,0,32.5,2.002644465,1765,-31.475,0,147.5150575,160.54927,3980.03741,105.248685,117.5,2.5,97.5,97.5,0,0,2.69475,187.9505125,0,0,278.525,212.5,4435.04,87.5,92.6946575,0,310,1138.3945,1365.625,10,-7.976309,2,0,High
13,0,0,11,0,0,0,0,0,24,1.986854845,1181,-19.48,0,102.354262,102.340911,2407.711422,76.435145,74,0,61,61,0,0,9.5894,131.399613,0,0,187.52,146,2962.705,48,63.46902,13,207,815.195,707.9,13,-8.231675,2,0,High
15.5,0,10,2.5,2.5,0,0,0,0,30.5,1.981919368,1403.5,-26.04,0,112.511563,134.043265,3016.079362,97.69982,87,10,71.5,81.5,0,0,-2.6581,151.9667755,0,0,221.46,166,3538.2605,56,71.9085185,13,247.5,958.0165,1161.825,25.5,-8.19413,2,0,High
15.5,10,0,0,2.5,2.5,0,0,0,30.5,1.981919368,1613.5,-26.44,0,142.4249005,140.6925275,3387.027147,97.0150725,109.5,10,91.5,91.5,0,0,-0.565850000000001,172.833403,0,0,256.06,191,4058.7655,76,84.2516435,13,282.5,1069.4305,1196.225,15.5,-8.39428,2,0,High
13.5,2.5,0,0,0,10,0,0,2.5,28.5,1.976085925,1529.5,-24.48,0,128.645946,142.1727525,3259.2137015,92.10016,99,7.5,73,78,0,0,11.47705,169.4657335,0,0,243.02,189.5,3825.3385,59.5,82.8813095,13.5,267.5,1051.61475,994.5,18.5,-8.342431,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,1.974031441,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
17.5,0,2.5,10,2.5,0,0,0,0,32.5,1.971861399,1607.5,-27.7,0,136.6043425,143.3038875,3394.3979175,103.8502625,102.5,2.5,85,87.5,0,0,5.656,176.4265675,0,0,254.8,195,4042.4175,67.5,84.951755,15,282.5,1093.816,1100.3,20,-7.9031553,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,1.967230201,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
13.5,2.5,2.5,10,0,0,0,0,0,28.5,1.964397282,1354.5,-23.155,0,116.083746,118.400315,2755.9192765,90.650265,84,5,70.5,73,0,0,7.32555,148.403836,0,0,214.345,164.5,3402.1685,57,71.419812,13.5,237.5,927.4505,921.75,16,-8.173566,2,0,High
14,0,0,10,0,0,0,0,0,24,1.964083951,1198,-19.52,0,103.947164,104.62149,2452.336596,76.45711,76,0,62,62,0,0,8.9692,133.553934,0,0,190.48,148,3005.774,48,64.472568,14,210,828.37,713.8,14,-8.263872,2,0,High
0,0,7.5,15,0,0,0,0,0,22.5,1.958531272,810,-17.775,0,62.44053,69.508365,1576.5906225,71.6295375,37.5,7.5,37.5,45,0,0,8.46525,85.39632,0,0,124.725,97.5,2034.8475,37.5,40.4372325,0,142.5,547.8855,717.675,7.5,-8.067966,2,0,High
13,0,0,11,0,0,0,0,0,24,1.946557081,1181,-19.48,0,102.354262,102.340911,2407.711422,76.435145,74,0,61,61,0,0,9.5894,131.399613,0,0,187.52,146,2962.705,48,63.46902,13,207,815.195,707.9,13,-8.231675,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,1.942621812,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
0,0,0,0,0,7.5,17,0,0,24.5,1.939573392,1648,-36.015,0,129.604674,101.936343,5766.361442,61.3001885,107.5,0,66,66,0,0,40.7952,176.9134215,17,17,236.875022,239.5,4228.9205,66,95.23058,0,305.5,1172.536,801.26,0,-9.253264,2,0,High
10,12.5,0,0,10,2.5,0,0,0,35,1.93676889,1835,-33.85,0,159.8977225,156.12176,4065.654795,111.8192275,125,12.5,112.5,112.5,0,0,-10.51325,188.43374,0,0,288.65,210,4634.9175,102.5,92.6194375,0,322.5,1150.8575,1633.675,10,-7.6788507,2,0,High
24,0,0,0,0,0,0,0,0,24,1.929119876,1368,-19.92,0,119.876184,127.42728,2898.588336,76.67676,96,0,72,72,0,0,2.7672,155.097144,0,0,220.08,168,3436.464,48,74.508048,24,240,960.12,772.8,24,-8.630882,2,0,High
2.5,13.5,10,2.5,0,0,0,0,0,28.5,1.928748392,1143.5,-23.155,0,94.6902225,98.3521265,2255.050387,89.9717675,65.5,23.5,63,73,0,0,-5.23935,114.868806,0,0,177.345,127.5,2886.6135,60.5,54.7468825,2.5,200.5,742.2658,1205.305,12.5,-8.414998,2,0,High
10,10,2.5,10,0,0,0,0,0,32.5,1.927681641,1500,-26.475,0,131.092365,125.04285,2990.7677675,102.8039625,92.5,12.5,82.5,85,0,0,4.73125,159.25336,0,0,236.025,177.5,3771.8875,72.5,77.1296175,10,262.5,999.2465,1158.025,12.5,-8.01125,2,0,High
10,10,13.5,2.5,0,0,0,0,0,36,1.924597848,1508,-29.24,0,122.3146085,137.6361675,3056.6951505,114.2600675,88.5,23.5,78.5,92,0,0,-4.5503,157.413526,0,0,235.76,173,3802.879,68.5,74.4594155,10,265,1011.3269,1434.765,23.5,-7.587777,2,0,High
13.5,2.5,10,10,0,0,0,0,0,36,1.924179584,1564.5,-29.08,0,127.495191,142.475315,3190.269799,114.6863025,91.5,12.5,78,88,0,0,4.7583,169.179256,0,0,245.92,187,3935.261,64.5,80.3427345,13.5,275,1072.886,1244.925,23.5,-7.3633895,2,0,High
7.5,7.5,7.5,7.5,0,0,0,0,0,30,1.921141987,1282.5,-24.3,0,106.8778575,111.8383875,2568.8387175,95.13,75,15,67.5,75,0,0,1.623,135.021585,0,0,200.7,150,3228.735,60,64.539405,7.5,225,858.5115,1110.9,15,-8.261714,2,0,High
10,2.5,2.5,17.5,0,0,0,0,0,32.5,1.920749608,1455,-26.175,0,124.116345,122.5338525,2904.3285275,103.2649875,85,5,75,77.5,0,0,12.43825,158.0959525,0,0,228.825,177.5,3651.895,65,76.31121,10,255,988.658,1006.3,12.5,-7.764524,2,0,High
16.5,2.5,0,0,0,10,0,0,2.5,31.5,1.910354612,1700.5,-26.97,0,143.630469,158.1011625,3621.5372435,101.684755,111,7.5,82,87,0,0,11.82295,188.8528765,0,0,270.53,210.5,4254.8965,65.5,92.1948155,16.5,297.5,1171.62975,1091.1,21.5,-8.095144,2,0,High
10,0,0,17.5,0,0,0,2.5,2.5,32.5,1.906867445,1550,-29.35,0,129.460345,123.8881375,3556.159355,102.0245025,90,5,75,80,0,0,15.7485,168.9654175,2.5,2.5,240.8896925,195,3909.705,65,82.83431,10,275,1066.66525,1028.475,15,-7.7598357,2,0,High
7.5,7.5,0,0,7.5,7.5,0,0,0,30,1.899452218,1582.5,-28.275,0,135.004215,139.3312125,3478.197525,96.4383075,105,7.5,90,90,0,0,0.377999999999998,166.0637775,0,0,249.225,187.5,3979.4325,82.5,81.952665,0,277.5,1012.656,1285.95,7.5,-8.335752,2,0,High
0,10,14,0,0,0,0,0,0,24,1.898905888,852,-19.36,0,64.622114,78.57424,1687.533362,75.98157,44,24,44,58,0,0,-7.7132,83.404594,0,0,130.64,92,2156.266,44,38.756872,0,150,553.8976,1068.56,14,-8.33367,2,0,High
24.5,0,2.5,2.5,2.5,0,0,0,0,32,1.894555804,1706.5,-27.585,0,146.053687,157.753495,3668.6994655,102.4175675,115.5,2.5,91,93.5,0,0,0.94685,189.3527845,0,0,272.415,206.5,4293.842,66.5,90.926114,22,300,1172.626,1128.45,27,-8.220481,2,0,High
24.5,2.5,0,0,2.5,2.5,0,0,0,32,1.894555804,1781.5,-27.685,0,154.887907,163.2520775,3816.438483,102.4331325,123,2.5,96,96,0,0,2.6626,197.5269745,0,0,284.815,216.5,4476.5695,71.5,95.616599,22,312.5,1217.662,1137.05,24.5,-8.25912,2,0,High
10,2.5,2.5,15.5,0,0,0,0,0,30.5,1.890013233,1375,-24.595,0,117.312467,116.4760705,2752.0298475,96.9191875,81,5,71,73.5,0,0,10.96725,149.4798325,0,0,216.405,167.5,3451.661,61,72.109302,10,241,934.998,953.7,12.5,-7.970929,2,0,High
